RA,DEC,USNO-B1.0,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Bmag1,Rmag1,Bmag2,Rmag2,Imag,Epoch,pmRA,pmDE,e_pmRA,e_pmDE,Flags,B1s/g,R1s/g,B2s/g,R2s/g,Is/g,angDist
285,3,0930-0049773,285.018581,3.015039,0.235,0.206,90.0,,17.95,19.96,17.1,15.93,1980.7,-6,-10,4,1,...,,9,3,0,,85.984286
285,3,0930-0049759,284.982575,3.017406,0.301,0.219,90.0,20.85,,20.23,17.34,16.73,1977.2,2,-76,8,3,...,1,,9,0,,88.604228
285,3,0930-0049770,285.011312,3.021881,0.247,0.236,90.0,,19.25,,19.75,17.07,1980.8,0,0,0,0,...,,4,,2,,88.649658
285,3,0930-0049766,285.002528,3.024706,0.208,0.203,0.0,19.57,16.39,17.83,15.72,14.7,1974.7,0,0,0,0,..Y,9,10,2,0,,89.404725
285,3,0930-0049764,284.996431,3.024662,0.281,0.221,90.0,,18.71,20.14,17.94,16.74,1980.7,-10,-18,7,3,...,,7,3,0,,89.705536
285,3,0930-0049757,284.975903,3.007528,0.227,0.217,0.0,,18.51,21.16,17.85,16.49,1980.7,-16,4,3,4,...,,4,2,0,,90.769936
285,3,0929-0052285,284.974453,2.995878,0.487,0.323,90.0,,,,20.34,17.29,1996.0,0,0,0,0,...,,,,2,,93.034509
285,3,0930-0049775,285.026225,3.000903,1.019,1.019,90.0,,,19.19,,17.21,1992.4,0,0,0,0,...,,,1,,,94.336927
285,3,0930-0049775,285.026414,3.001017,1.019,1.019,90.0,,,19.66,,18.13,1985.4,0,0,0,0,...,,,3,,,95.030291
285,3,0929-0052303,285.018742,2.98067,0.283,0.218,0.0,20.36,15.35,18.41,15.42,14.13,1971.9,-6,-22,2,6,..Y,8,4,10,0,,96.863393
285,3,0929-0052293,284.991959,2.974234,0.236,0.21,0.0,,,,19.27,17.26,1992.0,0,0,0,0,...,,,,0,,97.157864
285,3,0930-0049758,284.977589,3.015098,0.234,0.209,0.0,20.04,16.53,18.31,16.01,15.56,1971.9,4,6,1,3,..Y,4,10,9,0,,97.188266
285,3,0929-0052302,285.018481,2.980239,1.019,1.019,90.0,,18.94,,,13.72,1973.4,0,0,0,0,..Y,,2,,,,97.340856
285,3,0929-0052305,285.02262,2.98502,0.381,0.2,0.0,,19.27,,18.52,18.0,1973.4,-10,-4,0,10,...,,2,,0,,97.577094
285,3,0929-0052284,284.972698,2.998962,0.237,0.209,0.0,,19.51,,19.8,16.63,1980.8,146,-78,2,4,...,,3,,1,,98.223744
285,3,0930-0049772,285.015642,3.022606,0.225,0.223,90.0,,,,19.2,17.43,1992.0,0,0,0,0,...,,,,0,,98.919891
285,3,0930-0049771,285.014142,3.023712,0.225,0.219,0.0,,19.1,21.55,17.85,17.95,1977.2,0,0,0,0,...,,4,3,0,,99.356468
285,3,0929-0052306,285.027703,2.997275,0.393,0.299,90.0,20.92,18.05,20.04,17.29,17.34,1971.9,14,-24,10,6,...,1,8,3,0,,100.07639
285,3,0929-0052284,284.972128,2.998917,1.019,0.519,0.0,,,,18.84,16.12,1996.0,0,0,0,0,...,,,,1,,100.277869
285,3,0929-0052285,284.97462,2.98765,0.437,0.247,90.0,,,,20.57,18.4,1988.9,0,0,0,0,...,,,,2,,101.498528
285,3,0930-0049765,284.998606,3.02827,1.019,0.226,0.0,,,21.06,18.55,17.31,1986.1,0,0,0,0,...,,,9,0,,101.895341
285,3,0929-0052283,284.971506,2.998942,0.223,0.212,90.0,,,,18.23,16.66,1984.9,0,0,0,0,...,,,,0,,102.508224
285,3,0930-0049771,285.01447,3.024803,0.36,0.343,90.0,,18.81,,18.18,16.07,1978.1,-30,-26,10,9,...,,1,,0,,103.339218
285,3,0929-0052283,284.971195,2.998848,0.364,0.2,90.0,,,,19.73,16.91,1996.0,0,0,0,0,...,,,,1,,103.639018
285,3,0929-0052286,284.976156,2.983545,0.319,0.286,0.0,,19.8,21.14,18.37,17.16,1980.7,-24,4,7,9,...,,8,8,0,,104.19849
285,3,0930-0049759,284.983467,3.023806,0.2,0.2,0.0,,19.53,,18.27,16.72,1978.1,2,-10,0,0,...,,2,,0,,104.294838
285,3,0930-0049756,284.973737,3.012423,0.261,0.214,0.0,,18.49,,17.45,16.2,1973.4,0,0,0,0,...,,5,,0,,104.47321
285,3,0929-0052287,284.977187,2.98202,0.453,0.407,90.0,,18.0,21.54,18.34,15.44,1979.2,0,0,0,0,...,,5,1,3,,104.48062
285,3,0930-0049771,285.014684,3.025281,0.276,0.249,90.0,,18.62,,18.24,17.33,1973.4,6,48,6,4,...,,4,,0,,105.213024
285,3,0929-0052282,284.970925,2.995092,0.217,0.208,0.0,,17.29,19.45,16.31,15.67,1977.2,0,0,0,0,...,,10,1,0,,106.009254
285,3,0930-0049776,285.028764,3.006823,0.214,0.206,90.0,20.0,16.83,18.37,16.13,15.28,1974.7,0,0,0,0,..Y,8,10,1,0,,106.285355
285,3,0930-0049755,284.970606,3.003514,0.377,0.2,90.0,,,,17.63,17.38,1984.9,0,0,0,0,...,,,,0,,106.427427
285,3,0930-0049775,285.02642,3.013378,0.247,0.223,0.0,,,,19.77,16.41,1996.0,0,0,0,0,...,,,,3,,106.493916
285,3,0930-0049777,285.029728,3.000667,0.221,0.213,90.0,,,,18.64,17.9,1984.9,0,0,0,0,...,,,,0,,106.900838
285,3,0929-0052305,285.024359,2.982948,0.272,0.203,90.0,,18.39,,16.85,15.7,1973.4,-2,-12,5,1,...,,9,,0,,106.945864
285,3,0930-0049776,285.026778,3.013214,0.327,0.278,90.0,,19.45,,18.46,15.61,1978.1,-36,-28,8,6,...,,2,,0,,107.380054
285,3,0929-0052289,284.980925,2.976975,0.254,0.241,0.0,,18.28,20.85,17.59,17.45,1977.2,0,0,0,0,...,,7,9,0,,107.580128
285,3,0930-0049756,284.975759,3.017978,1.019,1.019,90.0,20.99,,,20.1,17.93,1973.4,0,0,0,0,...,9,,,0,,108.551328
285,3,0930-0049776,285.027178,3.013359,0.304,0.23,90.0,,,,18.59,17.03,1984.9,0,0,0,0,...,,,,0,,108.900786
285,3,0929-0052305,285.023134,2.980253,0.218,0.214,0.0,,19.57,,18.53,16.84,1978.1,-36,32,2,2,...,,2,,0,,109.41099
285,3,0930-0049756,284.973464,3.014992,0.222,0.212,0.0,18.84,15.35,16.8,14.77,14.16,1971.9,0,0,0,0,...,2,8,9,0,,109.606864
285,3,0929-0052284,284.972831,2.985623,0.244,0.207,90.0,,,,20.18,17.17,1996.0,0,0,0,0,...,,,,2,,110.540511
285,3,0930-0049760,284.986581,3.027678,0.286,0.225,90.0,,19.07,,18.31,17.51,1973.4,0,0,0,0,...,,2,,0,,110.704644
285,3,0929-0052298,285.004581,2.969478,0.521,0.205,90.0,20.83,17.83,19.75,16.71,17.0,1971.9,-12,-12,14,1,...,9,10,3,0,,111.106536
285,3,0929-0052305,285.025006,2.980956,0.213,0.202,90.0,,,,18.16,16.22,1992.0,0,0,0,0,...,,,,0,,113.058139
285,3,0930-0049762,284.993289,3.030687,0.209,0.203,0.0,,18.78,,17.78,16.32,1978.1,2,-8,1,2,...,,8,,0,,113.076876
285,3,0930-0049765,284.999909,3.031495,0.505,0.272,90.0,,,,18.56,16.22,1988.9,0,0,0,0,...,,,,3,,113.382383
285,3,0930-0049754,284.968328,3.000462,0.206,0.2,90.0,,,,18.07,16.82,1992.0,0,0,0,0,...,,,,0,,113.875069
285,3,0930-0049754,284.968484,3.003803,0.256,0.223,0.0,14.84,13.29,14.27,12.84,12.73,1971.9,0,0,0,0,..Y,7,10,7,0,,114.126352
285,3,0930-0049754,284.968264,3.003381,0.594,0.212,90.0,21.0,,,13.08,12.04,1980.8,-108,-248,19,2,..Y,4,,,8,,114.739891
285,3,0930-0049766,285.000198,3.031909,0.404,0.231,0.0,,18.46,21.19,17.0,16.86,1977.2,0,0,0,0,...,,8,1,0,,114.874563
285,3,0929-0052289,284.981428,2.973839,0.24,0.2,0.0,,18.97,,18.09,16.74,1973.4,4,-10,0,4,...,,1,,0,,115.446204
285,3,0929-0052281,284.968134,2.994928,0.244,0.215,90.0,,,,18.76,17.02,1992.0,0,0,0,0,...,,,,0,,116.006901
285,3,0930-0049769,285.009517,3.031025,0.22,0.206,90.0,,18.4,20.79,17.25,16.91,1977.2,6,-10,3,1,...,,7,4,0,,116.812962
285,3,0930-0049764,284.996403,3.032431,0.232,0.21,0.0,,17.73,19.78,16.54,15.51,1980.7,8,-2,2,4,...,,10,1,0,,117.465574
285,3,0930-0049777,285.032214,3.006267,0.204,0.2,90.0,,,,18.63,16.56,1992.0,0,0,0,0,...,,,,0,,117.987954
285,3,0930-0049767,285.005509,3.032503,0.222,0.203,90.0,19.61,16.38,17.83,15.63,14.48,1974.7,0,0,0,0,..Y,9,10,3,0,,118.675
285,3,0929-0052293,284.992542,2.967825,1.019,0.381,0.0,,19.36,,,14.73,1973.4,0,0,0,0,...,,2,,,,118.892565
285,3,0929-0052295,284.997737,2.967039,1.019,0.244,90.0,,17.93,,,15.65,1973.4,0,0,0,0,...,,5,,,,118.938239
285,3,0930-0049777,285.029817,3.014389,0.241,0.206,90.0,20.92,,,19.5,16.99,1980.8,138,-280,4,1,...,7,,,4,,119.053761
285,3,0929-0052296,284.998625,2.966895,0.529,0.254,0.0,,17.29,20.68,16.97,17.01,1977.2,20,-20,5,17,...,,8,1,0,,119.280526
285,3,0930-0049777,285.029803,3.014789,0.219,0.206,0.0,,19.22,,18.33,18.36,1973.4,0,0,0,0,...,,8,,0,,119.641939
285,3,0930-0049761,284.99135,3.032328,0.252,0.206,0.0,,19.12,,18.31,17.95,1973.4,-8,-8,1,4,...,,2,,0,,120.463803
285,3,0929-0052282,284.970037,2.98445,0.281,0.202,0.0,,19.47,,18.02,16.55,1978.1,6,-4,0,6,...,,2,,0,,121.397372
285,3,0929-0052308,285.032245,2.989695,1.019,1.019,90.0,20.38,,18.75,,17.11,1978.5,-248,116,41,75,...,8,,3,,,121.714652
285,3,0929-0052280,284.965992,2.994898,0.282,0.207,90.0,,,,19.81,17.16,1992.0,0,0,0,0,...,,,,0,,123.63336
285,3,0930-0049775,285.024523,3.02437,0.225,0.207,0.0,,18.15,19.87,16.84,16.94,1977.2,8,0,1,3,...,,9,3,0,,124.375316
285,3,0929-0052307,285.028373,2.980198,1.019,1.019,90.0,,,19.37,,15.59,1992.4,0,0,0,0,...,,,10,,,124.445235
285,3,0930-0049774,285.020434,3.028089,0.26,0.202,90.0,,19.23,,17.95,16.19,1978.1,0,-6,5,0,...,,2,,0,,124.987132
285,3,0930-0049764,284.99582,3.034673,0.369,0.294,90.0,20.26,16.19,18.95,15.72,14.08,1974.7,0,0,0,0,...,3,4,8,0,,125.723981
285,3,0930-0049775,285.024953,3.024484,0.95,0.66,0.0,20.59,,,20.44,,1973.0,0,0,0,0,...,3,,,8,,125.762968
285,3,0929-0052280,284.965225,2.995834,1.019,1.019,90.0,,,,20.26,18.53,1988.9,0,0,0,0,...,,,,3,,125.915104
285,3,0929-0052283,284.971842,2.979078,0.251,0.2,90.0,,19.36,,18.18,16.63,1978.1,-10,-14,5,0,...,,2,,0,,126.176857
285,3,0929-0052280,284.964931,2.998467,0.392,0.342,90.0,,19.15,21.7,17.51,17.58,1977.2,36,52,12,10,...,,1,7,0,,126.196166
285,3,0929-0052280,284.9655,2.993528,0.237,0.207,0.0,,18.31,,17.68,16.94,1973.4,64,52,1,4,...,,4,,0,,126.199156
285,3,0930-0049772,285.015795,3.031428,0.31,0.212,90.0,21.01,,21.74,18.23,16.87,1980.7,0,0,0,0,...,9,,5,0,,126.590516
285,3,0929-0052282,284.969845,2.981731,0.268,0.21,0.0,,18.5,,17.24,15.52,1973.4,0,0,0,0,...,,7,,0,,126.799714
285,3,0929-0052290,284.982337,2.969459,0.785,0.408,90.0,,19.54,,18.08,15.8,1978.1,126,194,25,12,...,,8,,0,,126.967513
285,3,0929-0052295,284.997778,2.964787,0.211,0.2,0.0,20.74,,,18.52,16.72,1978.1,6,12,0,2,...,8,,,0,,127.01824
285,3,0929-0052291,284.986167,2.967481,1.019,1.019,90.0,,19.67,,,17.02,1973.4,0,0,0,0,...,,2,,,,127.193606
285,3,0929-0052279,284.964606,2.998245,0.316,0.233,0.0,,18.61,,,16.16,1973.4,0,0,0,0,...,,5,,,,127.400468
285,3,0929-0052290,284.982209,2.969273,0.672,0.203,0.0,,18.98,,17.89,17.32,1973.4,0,0,0,0,...,,1,,0,,127.777842
285,3,0929-0052280,284.965078,2.993148,0.235,0.219,0.0,,18.66,21.34,18.39,15.52,1982.7,-22,-12,3,4,...,,8,10,2,,127.947241
285,3,0929-0052282,284.969667,2.980837,0.235,0.205,90.0,,,,17.81,15.89,1988.9,0,0,0,0,...,,,,7,,129.039305
285,3,0929-0052282,284.969678,2.980587,0.455,0.209,0.0,,,,17.81,15.44,1992.0,0,0,0,0,...,,,,0,,129.489476
285,3,0930-0049753,284.966123,3.012409,0.218,0.209,90.0,,17.81,20.12,16.96,15.83,1980.7,-4,-8,3,2,...,,10,1,0,,129.723451
285,3,0929-0052279,284.964606,2.992981,0.356,0.247,90.0,,,,17.45,17.06,1984.9,0,0,0,0,...,,,,0,,129.728717
285,3,0929-0052281,284.967603,2.983978,0.201,0.201,90.0,20.38,,18.83,16.31,15.36,1980.7,22,-80,0,0,...,4,,1,0,,129.970051
285,3,0929-0052306,285.028203,2.977348,0.632,0.201,0.0,,,,18.55,16.66,1984.9,0,0,0,0,...,,,,0,,130.117068
285,3,0929-0052307,285.028959,2.978195,1.019,0.942,0.0,20.38,,20.14,19.91,16.28,1977.2,74,-390,33,43,...,9,,6,0,,130.387879
285,3,0929-0052308,285.030409,2.980206,0.262,0.219,0.0,,,,17.8,17.05,1984.9,0,0,0,0,...,,,,0,,130.496846
285,3,0929-0052279,284.964362,2.99252,0.219,0.21,90.0,,18.98,,18.1,16.39,1978.1,14,-16,3,2,...,,2,,0,,130.920987
285,3,0929-0052307,285.028817,2.977753,0.226,0.212,0.0,,18.34,21.29,19.04,16.73,1979.2,0,0,0,0,...,,4,9,1,,130.947261
285,3,0930-0049751,284.963478,3.001792,0.23,0.2,90.0,,,,20.31,17.28,1996.0,0,0,0,0,...,,,,2,,131.456969
285,3,0929-0052309,285.034214,2.987059,0.225,0.201,0.0,17.28,15.25,16.29,14.92,14.13,1974.7,2,0,0,3,..Y,9,8,9,0,,131.529446
285,3,0930-0049757,284.977417,3.029031,0.239,0.223,0.0,,18.03,21.08,17.51,17.06,1977.2,0,0,0,0,...,,7,3,0,,132.340181
285,3,0929-0052307,285.029006,2.976731,1.019,0.836,0.0,20.23,,19.33,17.64,15.29,1980.7,70,-534,31,95,...,8,,1,0,,133.758804
285,3,0929-0052296,284.998145,2.962875,0.272,0.262,0.0,,18.63,21.03,17.55,17.42,1977.2,0,0,0,0,...,,5,10,0,,133.816233
285,3,0929-0052308,285.029739,2.97757,0.276,0.201,0.0,,,,17.85,17.57,1984.9,0,0,0,0,...,,,,0,,133.98097
285,3,0930-0049774,285.0225,3.029828,0.207,0.204,0.0,,17.85,20.19,16.64,16.0,1977.2,0,0,0,0,...,,10,1,0,,134.437612
285,3,0929-0052307,285.029645,2.977212,1.015,0.216,90.0,20.78,,19.56,19.54,16.52,1982.7,150,-386,38,3,...,4,,1,4,,134.494102
285,3,0930-0049752,284.965795,3.015553,0.219,0.205,90.0,,,,18.42,16.24,1992.0,0,0,0,0,...,,,,0,,135.115331
285,3,0929-0052309,285.033673,2.982756,0.323,0.203,90.0,,,,20.62,17.22,1996.0,0,0,0,0,...,,,,2,,136.046716
285,3,0930-0049751,284.963662,3.010575,0.608,0.409,0.0,,18.5,21.37,17.84,17.26,1977.2,48,-42,12,20,...,,7,8,0,,136.071386
285,3,0930-0049756,284.975256,3.028617,0.213,0.205,90.0,,19.13,,17.91,15.16,1978.1,-10,2,2,1,...,,5,,0,,136.111817
285,3,0929-0052281,284.969145,2.978053,0.265,0.228,90.0,,,,18.57,17.83,1984.9,0,0,0,0,...,,,,0,,136.188084
285,3,0929-0052302,285.018425,2.966867,0.832,0.771,90.0,,,,17.92,15.77,1984.9,0,0,0,0,...,,,,0,,136.437541
285,3,0929-0052303,285.018662,2.966639,0.248,0.219,0.0,20.98,17.63,19.32,16.36,14.8,1974.7,-2,-12,2,4,...,8,10,1,0,,137.568973
285,3,0929-0052284,284.972214,2.973575,0.288,0.202,90.0,19.88,,,19.43,17.81,1976.1,84,-4,6,0,..Y,9,,,4,,137.943779
285,3,0929-0052283,284.971981,2.973539,1.019,0.3,90.0,,,,18.2,17.02,1992.0,0,0,0,0,...,,,,0,,138.640436
285,3,0930-0049758,284.980748,3.033773,0.272,0.223,0.0,,,,19.81,16.35,1996.0,0,0,0,0,...,,,,1,,139.901904
285,3,0930-0049758,284.980912,3.033873,0.272,0.205,90.0,,,,18.23,17.87,1984.9,0,0,0,0,...,,,,0,,139.924788
285,3,0930-0049764,284.995648,3.038684,0.238,0.23,0.0,,,,18.67,15.8,1992.0,0,0,0,0,...,,,,0,,140.138564
285,3,0929-0052283,284.971153,2.973706,0.232,0.212,90.0,,16.81,18.61,16.18,15.23,1977.2,0,0,0,0,..Y,,10,3,0,,140.412132
285,3,0929-0052291,284.986931,2.9632,0.219,0.215,0.0,,,,18.57,17.33,1992.0,0,0,0,0,...,,,,0,,140.564967
285,3,0929-0052288,284.978762,2.967206,0.437,0.205,0.0,,,,20.26,17.33,1992.0,0,0,0,0,...,,,,0,,140.597434
285,3,0930-0049750,284.962103,3.011267,0.209,0.204,90.0,17.51,15.32,16.58,14.9,13.9,1974.7,0,0,0,0,..Y,3,8,7,0,,142.151526
285,3,0930-0049764,284.995756,3.039287,0.377,0.228,0.0,,,,19.03,16.4,1992.0,0,0,0,0,...,,,,0,,142.253689
285,3,0929-0052312,285.039695,2.996328,0.295,0.282,0.0,,19.79,,19.19,17.32,1978.1,0,0,0,0,...,,8,,0,,143.31744
285,3,0929-0052306,285.026845,2.970414,0.223,0.215,0.0,,18.96,20.8,17.42,17.37,1977.2,0,0,0,0,...,,9,1,0,,143.730974
285,3,0929-0052309,285.034567,2.979875,0.233,0.214,90.0,,,,19.82,17.46,1992.0,0,0,0,0,...,,,,0,,143.849241
285,3,0929-0052297,285.000825,2.959853,0.213,0.203,0.0,,19.31,,17.99,16.58,1978.1,0,0,0,0,...,,2,,0,,144.559434
285,3,0930-0049757,284.977359,3.033412,1.019,1.019,90.0,21.01,,21.53,,17.24,1978.5,344,482,96,107,...,10,,5,,,145.234591
285,3,0930-0049770,285.010587,3.03897,0.2,0.2,90.0,14.11,10.99,12.66,10.92,10.1,2000.0,2,-24,0,0,...,,,,,,145.363055
285,3,0930-0049761,284.992003,3.039823,0.254,0.233,90.0,20.58,17.55,19.8,16.65,15.65,1974.7,-6,-10,4,3,..Y,3,10,2,0,,146.217217
285,3,0930-0049773,285.019753,3.035642,0.241,0.204,0.0,,,,20.23,17.24,1992.0,0,0,0,0,...,,,,0,,146.650978
285,3,0930-0049751,284.963917,3.019284,0.365,0.213,0.0,,,,18.71,17.11,1992.0,0,0,0,0,...,,,,0,,147.127977
285,3,0929-0052285,284.974081,2.968348,0.246,0.213,90.0,,19.11,,18.51,16.53,1978.1,0,0,0,0,...,,2,,0,,147.196389
285,3,0930-0049780,285.040648,3.00502,0.328,0.235,0.0,,,,17.92,16.3,1996.0,0,0,0,0,...,,,,7,,147.245105
285,3,0930-0049766,285.002395,3.040906,0.414,0.238,90.0,,18.78,21.7,17.96,17.94,1977.2,-6,-14,13,4,...,,8,2,0,,147.5129
285,3,0930-0049760,284.984062,3.037803,0.342,0.236,0.0,,18.34,,18.37,17.74,1973.4,18,-26,4,8,...,,4,,0,,147.660904
285,3,0929-0052277,284.958942,2.998864,0.214,0.21,90.0,,18.99,,17.12,15.53,1973.4,0,-10,2,2,...,,8,,0,,147.663175
285,3,0930-0049752,284.965592,3.02245,0.275,0.233,90.0,,,,18.94,17.48,1984.9,0,0,0,0,...,,,,0,,147.760196
285,3,0929-0052312,285.041112,2.998453,0.204,0.203,90.0,,18.8,,18.02,16.0,1978.1,2,4,1,1,...,,1,,0,,147.905163
285,3,0930-0049752,284.965406,3.022289,0.202,0.201,90.0,,19.7,,19.79,16.35,1980.8,-24,-14,0,0,...,,3,,2,,148.005443
285,3,0930-0049752,284.965142,3.021887,0.385,0.343,90.0,,,,20.14,17.79,1984.9,0,0,0,0,...,,,,0,,148.028096
285,3,0930-0049756,284.973053,3.03117,0.264,0.203,0.0,,19.47,,18.2,15.95,1978.1,10,-12,1,5,...,,2,,0,,148.244043
285,3,0929-0052289,284.979959,2.964003,0.342,0.206,90.0,,19.37,,18.58,17.62,1973.4,28,-16,8,1,...,,2,,0,,148.271962
285,3,0930-0049759,284.983795,3.037917,0.372,0.219,90.0,,,,19.59,16.6,1996.0,0,0,0,0,...,,,,8,,148.4133
285,3,0929-0052288,284.978531,2.964678,0.303,0.213,90.0,,19.12,,17.94,17.56,1973.4,0,0,0,0,...,,1,,0,,148.750827
285,3,0929-0052294,284.994562,2.959006,1.019,0.968,0.0,,16.16,,18.74,16.98,1978.1,130,-436,32,36,...,,9,,0,,148.86794
285,3,0930-0049779,285.036053,3.020845,0.351,0.252,0.0,,,,18.49,16.69,1992.0,0,0,0,0,...,,,,0,,149.768046
285,3,0929-0052294,284.993689,2.958842,0.39,0.264,0.0,,18.1,,18.74,17.23,1978.1,-202,-584,5,11,...,,4,,0,,149.895722
285,3,0930-0049778,285.034114,3.024095,0.209,0.205,90.0,,19.0,,17.56,14.94,1973.4,0,0,0,0,...,,8,,0,,150.216042
285,3,0930-0049780,285.041587,3.004325,0.229,0.228,0.0,20.26,16.32,18.51,16.02,15.68,1971.9,0,0,0,0,..Y,4,9,1,0,,150.316706
285,3,0930-0049780,285.040495,3.010492,0.216,0.203,90.0,,19.2,21.38,18.2,17.02,1980.7,0,0,0,0,...,,2,10,0,,150.401284
285,3,0929-0052304,285.0214,2.964059,0.228,0.206,90.0,,18.54,21.1,17.26,15.72,1980.7,0,0,0,0,...,,5,9,0,,150.533186
285,3,0930-0049751,284.963056,3.01985,0.225,0.221,90.0,,17.21,21.65,16.34,13.91,1980.7,0,0,0,0,...,,10,1,0,,150.818631
285,3,0930-0049780,285.041889,3.003992,0.376,0.207,90.0,,,20.55,17.99,14.91,1990.8,390,-374,31,5,..Y,,,1,0,,151.277445
285,3,0929-0052278,284.960987,2.983834,0.51,0.451,90.0,,,,19.04,15.67,1992.0,0,0,0,0,...,,,,0,,151.849999
285,3,0930-0049779,285.039345,3.015448,0.201,0.2,90.0,,,,19.77,17.2,1992.0,0,0,0,0,...,,,,0,,151.986909
285,3,0929-0052285,284.974106,2.966425,0.323,0.201,90.0,,,,19.56,16.53,1996.0,0,0,0,0,...,,,,2,,152.563731
285,3,0929-0052301,285.012784,2.959514,1.019,0.945,90.0,,,,16.71,16.79,1992.0,0,0,0,0,...,,,,0,,152.824285
285,3,0929-0052300,285.011625,2.959137,0.749,0.68,90.0,18.91,,,17.45,17.81,1973.4,-336,-152,23,20,...,3,,,0,,152.928597
285,3,0929-0052277,284.960692,2.983637,0.376,0.203,90.0,,18.88,,19.92,16.6,1976.1,-22,-30,10,1,...,,1,,4,,153.102201
285,3,0930-0049779,285.036295,3.022328,0.407,0.266,0.0,,19.2,,17.24,16.12,1978.1,-28,10,5,12,...,,1,,0,,153.252968
285,3,0930-0049760,284.988475,3.040987,0.693,0.217,0.0,,,,20.46,16.08,1996.0,0,0,0,0,...,,,,2,,153.259838
285,3,0930-0049779,285.03615,3.0228,0.287,0.233,0.0,,19.19,,18.07,15.67,1976.1,-18,-8,3,6,...,,4,,4,,153.710002
285,3,0930-0049767,285.004689,3.042484,0.221,0.209,0.0,,19.29,21.26,17.74,17.87,1977.2,0,0,0,0,...,,3,9,0,,153.868713
285,3,0929-0052284,284.972339,2.967367,0.25,0.212,0.0,,,,18.85,16.77,1992.0,0,0,0,0,...,,,,0,,153.917233
285,3,0930-0049750,284.962417,3.020962,0.935,0.932,90.0,,,,20.04,16.37,1996.0,0,0,0,0,...,,,,4,,154.758127
285,3,0929-0052294,284.993587,2.957445,0.545,0.266,90.0,20.98,,,20.1,16.51,1980.8,138,340,17,6,...,6,,,1,,154.923069
285,3,0929-0052277,284.959617,2.984756,0.245,0.205,90.0,20.69,17.77,19.93,16.71,15.9,1974.7,0,0,0,0,...,8,10,9,0,,155.206783
285,3,0930-0049771,285.014387,3.040909,0.212,0.209,90.0,,,,18.49,16.7,1984.9,0,0,0,0,...,,,,0,,156.090558
285,3,0930-0049754,284.968384,3.029728,0.478,0.424,90.0,,19.77,,20.32,17.8,1976.1,58,42,14,12,...,,8,,2,,156.115605
285,3,0929-0052293,284.993417,2.957025,0.519,0.252,90.0,,,,20.1,17.96,1988.9,0,0,0,0,...,,,,1,,156.509551
285,3,0930-0049749,284.956656,3.004125,0.202,0.2,0.0,,19.36,,17.98,16.07,1978.1,-20,-14,0,0,...,,2,,0,,156.530336
285,3,0929-0052314,285.043362,2.995839,0.233,0.224,90.0,,,,18.52,18.04,1984.9,0,0,0,0,...,,,,0,,156.607262
285,3,0930-0049756,284.975556,3.036123,0.242,0.223,90.0,,17.82,20.45,16.87,16.7,1977.2,0,0,0,0,...,,10,3,0,,156.950571
285,3,0930-0049753,284.966564,3.028034,0.912,0.304,90.0,20.5,,,18.08,16.57,1973.4,-236,-274,28,7,...,7,,,0,,156.952685
285,3,0929-0052275,284.95687,2.992467,0.305,0.219,90.0,,18.36,,17.82,15.39,1978.1,2,8,7,3,...,,4,,0,,157.409072
285,3,0930-0049768,285.008412,3.042995,0.212,0.21,0.0,,,,18.92,16.84,1992.0,0,0,0,0,...,,,,0,,157.708401
285,3,0930-0049753,284.967339,3.029264,0.533,0.2,0.0,,,,18.88,16.07,1988.9,0,0,0,0,...,,,,2,,157.751002
285,3,0930-0049758,284.979312,3.03867,0.261,0.202,0.0,,19.23,,17.89,16.37,1978.1,0,0,0,0,...,,2,,0,,157.833328
285,3,0930-0049748,284.956256,3.003989,0.514,0.398,90.0,,19.55,,,16.82,1973.4,0,0,0,0,...,,3,,,,157.916899
285,3,0929-0052312,285.040303,2.982284,0.215,0.201,90.0,,,,18.43,16.22,1992.0,0,0,0,0,...,,,,0,,158.30861
285,3,0930-0049755,284.969339,3.031773,0.289,0.245,90.0,20.26,16.55,18.38,15.87,14.79,1974.7,0,0,0,0,..Y,7,10,4,0,,158.850292
285,3,0929-0052314,285.043145,2.990356,0.503,0.228,90.0,,19.68,,20.26,17.4,1980.8,198,242,16,3,...,,7,,2,,158.947683
285,3,0930-0049770,285.011314,3.042842,1.019,1.019,90.0,20.37,,,,17.26,1973.4,0,0,0,0,...,9,,,,,159.504321
285,3,0929-0052294,284.995773,2.955873,0.482,0.398,90.0,,19.62,,,18.34,1966.4,0,0,0,0,...,,2,,,,159.582347
285,3,0929-0052275,284.955687,2.996925,1.019,0.429,0.0,,,21.18,,18.46,1985.4,0,0,0,0,...,,,1,,,159.692386
285,3,0930-0049773,285.017003,3.041048,0.219,0.214,0.0,,18.63,21.1,17.55,16.14,1980.7,0,0,0,0,...,,8,1,0,,159.916347
285,3,0929-0052291,284.98625,2.957706,0.257,0.217,0.0,,19.0,,18.77,18.62,1973.4,0,0,0,0,...,,1,,0,,160.082192
285,3,0929-0052287,284.976981,2.961912,0.209,0.2,0.0,,,,18.96,18.21,1984.9,0,0,0,0,...,,,,0,,160.155006
285,3,0930-0049748,284.955995,3.008259,0.286,0.213,90.0,20.52,16.89,19.0,16.46,16.49,1971.9,-12,8,6,2,..Y,3,10,7,0,,160.969771
