RA,DEC,USNO-B1.0,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Bmag1,Rmag1,Bmag2,Rmag2,Imag,Epoch,pmRA,pmDE,e_pmRA,e_pmDE,Flags,B1s/g,R1s/g,B2s/g,R2s/g,Is/g,angDist
210,-62,0279-0052339,209.923645,-62.026784,0.446,0.207,0.0,,18.26,19.96,18.24,16.94,1983.2,0,0,0,0,...,,4,0,6,,161.046017
210,-62,0279-0052341,209.934367,-62.032503,0.353,0.213,0.0,,17.38,19.43,17.46,16.62,1983.2,0,0,0,0,...,,3,0,14,,161.192566
210,-62,0280-0048536,210.094167,-61.991212,0.221,0.202,90.0,,17.1,18.71,17.23,16.48,1983.2,0,0,0,0,..Y,,10,0,7,,162.287889
210,-62,0280-0048503,209.958528,-61.959148,0.242,0.215,0.0,,16.22,17.55,16.09,15.73,1983.2,0,0,0,0,...,,2,0,2,,162.935989
210,-62,0280-0048522,210.040909,-61.958931,0.219,0.212,0.0,,16.33,18.31,16.56,16.1,1983.2,0,0,0,0,..Y,,2,0,8,,163.236042
210,-62,0280-0048514,210.008273,-61.954789,0.219,0.208,0.0,,16.12,17.44,16.11,15.83,1983.2,0,0,0,0,..Y,,3,0,4,,163.359798
210,-62,0279-0052379,210.066306,-62.033081,0.205,0.205,0.0,,15.89,17.4,15.76,15.38,1983.2,0,0,0,0,...,,2,0,1,,163.485514
210,-62,0280-0048526,210.053306,-61.962039,0.204,0.203,0.0,,17.02,18.65,17.11,16.36,1983.2,0,0,0,0,..Y,,4,0,3,,163.715077
210,-62,0279-0052389,210.096881,-62.000137,0.208,0.2,0.0,,19.04,20.55,19.43,,1984.9,-16,10,0,3,...,,2,0,15,,163.73856
210,-62,0279-0052377,210.059792,-62.035889,0.235,0.229,90.0,,15.08,15.82,14.87,14.54,1983.2,0,0,0,0,...,,2,0,6,,163.990023
210,-62,0280-0048505,209.969064,-61.956714,0.222,0.203,90.0,,18.5,,19.03,17.36,1985.8,4,20,6,2,...,,2,,14,,164.378882
210,-62,0279-0052346,209.952784,-62.040109,0.32,0.203,90.0,,18.45,20.13,18.05,17.16,1983.2,-10,8,13,1,...,,9,0,14,,164.950863
210,-62,0280-0048533,210.08515,-61.977548,0.2,0.2,90.0,12.09,11.0,11.74,10.96,10.64,2000.0,-16,-2,0,0,...,,,,,,165.102711
210,-62,0280-0048525,210.050781,-61.960825,0.329,0.313,90.0,,18.8,20.88,19.01,17.54,1983.2,0,0,0,0,...,,2,0,0,,165.120784
210,-62,0279-0052349,209.961059,-62.042153,0.225,0.201,0.0,,15.92,,15.88,14.75,1985.8,-10,0,1,6,...,,5,,15,,165.3898
210,-62,0279-0052335,209.90197,-62.000553,0.431,0.223,90.0,,16.39,17.51,16.44,15.91,1983.2,0,0,0,0,...,,8,0,12,,165.690864
210,-62,0280-0048492,209.907464,-61.984806,0.813,0.492,0.0,,19.23,20.64,19.08,,1984.9,0,0,0,0,...,,8,0,15,,165.721074
210,-62,0280-0048494,209.920937,-61.972728,0.809,0.2,0.0,,19.66,,,18.03,1981.7,0,0,0,0,...,,10,,,,165.862962
210,-62,0279-0052388,210.095809,-62.011003,0.234,0.219,90.0,,17.14,18.55,16.73,16.41,1983.2,0,0,0,0,..Y,,2,0,0,,166.672577
210,-62,0280-0048497,209.934023,-61.965575,1.019,0.277,0.0,,16.76,19.73,,,1980.3,0,0,0,0,...,,1,0,,,166.753367
210,-62,0280-0048491,209.902514,-61.992187,0.604,0.266,90.0,,19.66,20.88,,17.98,1979.6,0,0,0,0,...,,2,0,,,167.165246
210,-62,0279-0052382,210.072814,-62.031481,0.21,0.206,90.0,,15.4,16.25,15.35,15.19,1983.2,0,0,0,0,..Y,,4,0,15,,167.250893
210,-62,0279-0052356,209.987848,-62.046159,0.309,0.214,90.0,,19.21,,19.59,17.3,1985.8,0,0,0,0,...,,2,,13,,167.434976
210,-62,0279-0052377,210.060323,-62.037014,0.236,0.207,0.0,,15.71,,,15.03,1981.7,0,0,0,0,...,,8,,,,167.741488
210,-62,0280-0048512,210.00107,-61.953281,0.27,0.225,90.0,,13.91,14.77,13.76,13.51,1983.2,0,0,0,0,..Y,,5,0,6,,168.197975
210,-62,0280-0048492,209.906228,-61.984198,0.96,0.618,90.0,,19.04,,18.42,16.98,1985.8,0,0,0,0,...,,4,,0,,168.422914
210,-62,0280-0048534,210.089442,-61.979373,0.3,0.203,90.0,,18.31,,,16.33,1981.7,0,0,0,0,...,,3,,,,168.465696
210,-62,0279-0052338,209.918067,-62.027087,0.514,0.27,0.0,,18.94,,19.09,15.88,1985.8,0,0,0,0,...,,8,,2,,169.313389
210,-62,0280-0048499,209.943756,-61.961084,1.019,1.019,90.0,,,20.61,18.88,17.15,1982.6,0,0,0,0,...,,,0,3,,169.336445
210,-62,0279-0052383,210.07752,-62.029845,0.213,0.209,0.0,,17.1,18.39,17.09,16.59,1983.2,0,0,0,0,..Y,,2,0,5,,169.387735
210,-62,0279-0052359,210.000892,-62.047092,1.019,1.019,90.0,,,,19.5,17.9,1986.2,0,0,0,0,...,,,,15,,169.537751
210,-62,0280-0048527,210.059164,-61.961784,0.206,0.206,90.0,,15.79,17.39,15.7,15.4,1983.2,0,0,0,0,..Y,,8,0,2,,170.113887
210,-62,0280-0048493,209.911703,-61.977292,0.432,0.276,0.0,,17.98,19.09,17.76,17.45,1983.2,0,0,0,0,...,,3,0,4,,170.2034
210,-62,0280-0048496,209.932573,-61.96482,0.409,0.274,0.0,,15.7,17.89,15.26,14.46,1983.2,0,0,0,0,..Y,,1,0,0,,170.414577
210,-62,0279-0052350,209.963495,-62.044148,0.235,0.226,90.0,,19.26,,19.52,,1989.6,0,0,0,0,...,,8,,7,,170.471698
210,-62,0279-0052374,210.049875,-62.041192,0.543,0.496,90.0,,16.02,20.26,16.12,15.01,1983.2,0,0,0,0,..Y,,2,0,5,,170.54662
210,-62,0280-0048518,210.030537,-61.9548,0.209,0.203,90.0,,16.79,18.57,16.97,16.42,1983.2,0,0,0,0,..Y,,2,0,6,,170.720134
210,-62,0280-0048524,210.047234,-61.958042,0.387,0.261,0.0,,18.56,20.19,,17.76,1979.6,22,-10,8,16,...,,1,0,,,170.872303
210,-62,0279-0052365,210.024209,-62.046089,0.255,0.206,90.0,,18.64,20.46,18.47,,1984.9,0,0,0,0,...,,9,0,1,,170.883577
210,-62,0279-0052335,209.90467,-62.01592,0.369,0.316,0.0,,16.92,20.6,17.31,15.23,1983.2,0,0,0,0,...,,9,0,10,,170.967255
210,-62,0280-0048506,209.970103,-61.954562,0.21,0.201,90.0,,17.61,18.68,17.48,17.04,1983.2,0,0,0,0,..Y,,2,0,1,,171.214478
210,-62,0280-0048516,210.018248,-61.95307,0.222,0.215,0.0,,18.23,20.7,,17.42,1979.6,0,0,0,0,...,,4,0,,,171.744017
210,-62,0279-0052376,210.05705,-62.039714,0.307,0.237,90.0,,18.3,19.9,17.9,17.35,1983.2,-8,16,12,7,...,,2,0,13,,172.41003
210,-62,0280-0048508,209.980903,-61.952953,0.351,0.219,90.0,,,20.24,19.02,17.64,1982.6,-2,26,15,4,...,,,0,5,,172.42185
210,-62,0280-0048536,210.096028,-61.983356,0.214,0.208,90.0,,17.49,19.0,17.71,17.01,1983.2,0,0,0,0,...,,9,0,4,,173.045851
210,-62,0280-0048537,210.098095,-61.986175,0.251,0.209,90.0,,,,19.24,18.02,1986.2,0,0,0,0,...,,,,12,,173.135422
210,-62,0280-0048491,209.901787,-61.985906,0.526,0.279,90.0,,18.52,,18.52,16.8,1985.8,0,0,0,0,...,,9,,0,,173.607701
210,-62,0280-0048491,209.899178,-61.990289,0.458,0.219,90.0,,17.11,19.54,17.14,15.8,1983.2,0,0,0,0,...,,1,0,7,,173.974828
210,-62,0280-0048533,210.085798,-61.973234,0.212,0.203,90.0,,16.58,19.33,16.68,15.44,1983.2,0,0,0,0,..Y,,2,0,15,,174.155844
210,-62,0279-0052390,210.099117,-62.013648,0.357,0.294,90.0,,13.54,13.86,13.01,13.37,1983.2,0,0,0,0,..Y,,4,0,6,,174.538164
210,-62,0280-0048531,210.0761,-61.967195,0.319,0.221,0.0,,15.73,16.98,15.41,15.32,1983.2,0,0,0,0,..Y,,9,0,1,,174.662967
210,-62,0279-0052350,209.963414,-62.045684,0.551,0.229,90.0,,18.15,,16.93,17.14,1985.8,0,0,0,0,...,,1,,11,,175.685985
210,-62,0279-0052338,209.917059,-62.029628,0.358,0.236,0.0,,19.33,21.19,19.43,18.15,1983.2,0,0,0,0,...,,8,0,14,,176.089317
210,-62,0279-0052333,209.895987,-62.003475,0.466,0.23,90.0,,16.75,19.23,16.94,15.89,1983.2,0,0,0,0,...,,4,0,6,,176.226601
210,-62,0279-0052336,209.909895,-62.024717,0.361,0.29,0.0,,18.25,19.83,18.28,17.19,1983.2,0,0,0,0,...,,4,0,4,,176.323413
210,-62,0279-0052337,209.910812,-62.025462,1.019,1.019,90.0,,,19.74,,17.7,1976.8,0,0,0,0,...,,,0,,,176.365213
210,-62,0279-0052369,210.037017,-62.04585,0.237,0.202,90.0,,17.13,18.58,17.21,16.59,1983.2,0,0,0,0,...,,5,0,7,,176.502202
210,-62,0280-0048492,209.904806,-61.9798,0.591,0.492,90.0,,19.6,,,18.09,1981.7,0,0,0,0,...,,4,,,,176.607176
210,-62,0279-0052350,209.96517,-62.04627,0.251,0.219,90.0,,16.96,17.77,16.69,15.57,1983.2,0,0,0,0,...,,8,0,8,,176.652821
210,-62,0279-0052390,210.102089,-62.010734,0.312,0.28,0.0,,17.88,19.06,17.19,17.36,1983.2,0,0,0,0,...,,9,0,4,,176.784808
210,-62,0279-0052333,209.895287,-62.001537,0.646,0.21,90.0,,19.99,,,18.15,1981.7,0,0,0,0,...,,10,,,,177.057123
210,-62,0279-0052357,209.988964,-62.048956,0.246,0.209,90.0,,16.0,17.1,15.61,15.46,1983.2,0,0,0,0,..Y,,7,0,13,,177.224371
210,-62,0279-0052341,209.931898,-62.037525,0.279,0.217,0.0,,17.07,19.07,17.28,16.24,1983.2,0,0,0,0,...,,9,0,8,,177.42825
210,-62,0279-0052390,210.100837,-62.013987,0.206,0.202,90.0,,16.56,,,16.19,1981.7,0,0,0,0,...,,1,,,,177.669768
210,-62,0279-0052344,209.945959,-62.042442,0.502,0.405,0.0,,15.86,18.33,15.8,,1984.9,-78,-52,20,27,...,,8,0,13,,177.976017
210,-62,0279-0052349,209.961281,-62.046189,1.019,1.019,90.0,,,16.8,,16.58,1976.8,0,0,0,0,...,,,0,,,178.675274
210,-62,0279-0052380,210.067617,-62.038278,1.019,0.234,90.0,,18.21,18.77,17.15,16.46,1983.2,-94,54,66,6,...,,9,0,5,,178.975904
210,-62,0279-0052380,210.068003,-62.038214,1.019,1.019,90.0,,19.21,,17.4,17.44,1985.8,0,0,0,0,...,,8,,12,,179.21575
210,-62,0280-0048531,210.077275,-61.965931,0.413,0.276,0.0,,16.49,17.61,15.76,16.41,1983.2,0,0,0,0,..Y,,9,0,1,,179.2167
210,-62,0280-0048523,210.046867,-61.955337,0.272,0.257,0.0,,19.18,,,17.91,1981.7,0,0,0,0,...,,8,,,,179.264334
210,-62,0279-0052359,210.000056,-62.049814,0.206,0.204,0.0,,16.62,18.05,16.44,16.05,1983.2,0,0,0,0,...,,2,0,12,,179.330374
210,-62,0279-0052383,210.076792,-62.034406,0.246,0.2,0.0,,,20.7,18.77,,1984.8,0,0,0,0,...,,,0,11,,179.35167
210,-62,0279-0052360,210.00492,-62.0498,0.223,0.202,90.0,,18.21,20.52,18.23,17.24,1983.2,0,0,0,0,...,,1,0,10,,179.472557
210,-62,0280-0048510,209.992664,-61.950245,0.246,0.224,90.0,,18.08,19.96,17.91,17.59,1983.2,0,0,0,0,...,,8,0,8,,179.547207
210,-62,0279-0052333,209.895464,-62.009034,0.518,0.451,90.0,,18.3,,18.5,16.85,1985.8,0,0,0,0,...,,8,,5,,179.618793
210,-62,0279-0052380,210.068909,-62.038123,0.257,0.202,0.0,,18.11,19.23,18.2,17.26,1983.2,0,0,0,0,...,,2,0,15,,179.950574
195,-64,0259-0032011,194.998912,-64.000256,1.019,1.019,90.0,,15.18,14.61,20.89,,1984.5,-122,-964,107,128,..Y,,4,2,0,,1.948473
195,-64,0259-0032011,195.002606,-64.001642,0.386,0.268,90.0,,17.67,20.83,17.15,16.07,1983.5,0,0,0,0,...,,9,1,0,,7.200929
195,-64,0259-0032010,194.997839,-64.002259,0.345,0.227,0.0,,17.76,19.39,17.65,,1984.9,0,0,0,0,...,,9,9,0,,8.818544
195,-64,0259-0032013,195.007323,-64.003025,0.578,0.205,0.0,,14.44,15.78,14.63,13.98,1983.3,-20,-14,2,30,..Y,,9,8,0,,15.878918
195,-64,0260-0032270,194.999514,-63.995562,0.211,0.206,90.0,,15.12,16.25,,,1980.6,0,0,0,0,...,,4,9,,,15.995347
195,-64,0260-0032272,195.008714,-63.997712,1.019,1.019,90.0,,15.14,16.02,19.64,,1984.9,124,896,236,340,...,,7,4,0,,16.030342
195,-64,0260-0032269,194.998575,-63.994934,1.019,1.019,90.0,,,15.43,20.66,,1985.3,0,0,0,0,...,,,8,0,,18.37589
195,-64,0260-0032271,195.006798,-63.995184,0.677,0.21,0.0,,17.03,18.61,19.07,,1984.9,10,-102,3,39,..Y,,3,8,0,,20.389059
195,-64,0259-0032008,194.993756,-64.0053,0.516,0.312,90.0,,16.22,17.86,15.37,15.2,1983.5,-68,-44,27,13,..Y,,7,9,0,,21.473971
195,-64,0259-0032012,195.004462,-64.005648,0.323,0.201,90.0,,18.25,19.61,18.03,,1984.9,28,-24,15,1,...,,3,8,0,,21.517436
195,-64,0260-0032270,195.000714,-63.994,0.312,0.312,90.0,,13.64,15.4,13.37,12.66,1983.5,0,0,0,0,..Y,,9,3,0,,21.629533
195,-64,0259-0032007,194.989984,-64.005431,0.283,0.201,90.0,,15.49,16.94,15.35,15.14,1983.5,0,0,0,0,..Y,,10,10,0,,25.141034
195,-64,0259-0032010,194.996223,-64.00712,0.231,0.214,90.0,,16.28,18.73,16.28,14.87,1983.5,0,0,0,0,..Y,,7,9,0,,26.315819
195,-64,0260-0032265,194.98687,-63.995475,0.291,0.202,0.0,,18.51,20.24,18.98,,1984.9,6,-12,1,12,...,,4,1,0,,26.358696
195,-64,0259-0032011,194.998414,-64.007703,0.277,0.246,90.0,,17.61,,17.94,,1988.8,0,0,0,0,...,,4,,0,,27.843297
195,-64,0260-0032271,195.006612,-63.992475,0.505,0.407,90.0,,,20.71,18.29,,1985.3,0,0,0,0,...,,,1,0,,29.030582
195,-64,0259-0032004,194.982503,-64.003928,0.244,0.2,0.0,,,20.58,18.9,,1985.3,0,0,0,0,...,,,1,0,,31.021176
195,-64,0260-0032266,194.98905,-63.99255,0.389,0.241,0.0,,16.6,,17.01,,1988.8,0,0,0,0,...,,1,,0,,31.906311
195,-64,0260-0032266,194.989548,-63.992387,0.951,0.676,0.0,,16.6,,15.95,,1988.8,0,0,0,0,..Y,,1,,0,,31.98862
195,-64,0260-0032267,194.990028,-63.9921,0.292,0.225,90.0,,16.16,17.65,16.05,15.36,1983.5,-2,-18,12,5,..Y,,9,10,0,,32.504875
195,-64,0259-0032015,195.012589,-64.007278,0.368,0.2,0.0,,18.38,,18.82,,1988.8,0,0,0,0,...,,3,,0,,32.879707
195,-64,0260-0032274,195.014678,-63.993342,0.284,0.227,0.0,,18.05,20.77,18.78,,1984.5,14,-58,6,11,...,,4,1,0,,33.334509
195,-64,0260-0032274,195.016264,-63.993909,1.019,1.019,90.0,,17.92,,20.89,,1988.8,0,0,0,0,...,,5,,0,,33.760107
195,-64,0260-0032262,194.977725,-63.999584,0.216,0.204,90.0,,17.38,18.53,17.24,,1984.9,0,0,0,0,..Y,,8,9,0,,35.18509
195,-64,0259-0032015,195.012445,-64.008153,0.694,0.29,0.0,,,20.75,18.08,,1985.3,0,0,0,0,...,,,1,0,,35.313921
195,-64,0260-0032270,194.999692,-63.990059,0.234,0.21,90.0,,16.66,18.16,16.88,16.16,1983.3,0,0,0,0,..Y,,8,8,0,,35.790837
195,-64,0259-0032011,194.999506,-64.010237,0.605,0.25,0.0,,17.46,19.24,16.41,,1984.9,-44,-64,9,34,...,,8,8,0,,36.861365
195,-64,0260-0032262,194.978325,-63.99575,0.252,0.211,90.0,,15.52,17.47,15.7,14.88,1983.5,0,0,0,0,...,,7,8,0,,37.474559
195,-64,0259-0032008,194.993131,-64.010089,0.284,0.204,90.0,,17.73,20.42,18.0,,1984.9,-4,-14,12,2,...,,9,1,0,,37.903198
195,-64,0260-0032262,194.977603,-63.995887,0.228,0.22,0.0,,16.55,18.1,,,1980.6,0,0,0,0,...,,7,2,,,38.324024
195,-64,0260-0032276,195.023612,-63.996084,0.219,0.211,0.0,,16.7,,17.54,15.38,1985.6,0,0,0,0,...,,9,,0,,39.843061
195,-64,0259-0032002,194.980492,-64.007556,0.217,0.2,0.0,,16.96,18.75,16.86,,1984.9,-16,-14,0,5,..Y,,8,9,0,,41.078548
195,-64,0260-0032274,195.014306,-63.990467,0.351,0.249,90.0,,17.69,,17.5,14.98,1985.6,0,0,0,0,...,,9,,0,,41.081421
195,-64,0259-0032018,195.022609,-64.0057,0.259,0.204,0.0,,17.67,19.45,18.18,,1984.5,0,0,0,0,..Y,,9,8,0,,41.156739
195,-64,0259-0032000,194.974925,-64.003159,0.234,0.209,0.0,,15.94,17.31,16.01,15.44,1983.3,0,0,0,0,..Y,,10,2,0,,41.171319
195,-64,0260-0032264,194.985112,-63.990595,0.206,0.203,0.0,,,,18.9,16.32,1986.4,0,0,0,0,...,,,,0,,41.213909
195,-64,0259-0032011,195.0003,-64.01152,0.335,0.252,90.0,,17.55,18.94,17.27,,1984.9,-6,-46,16,9,...,,1,3,0,,41.474801
195,-64,0260-0032268,194.99462,-63.988537,1.019,0.456,0.0,,,17.83,20.23,,1984.8,0,0,0,0,..Y,,,8,0,,42.131653
195,-64,0259-0032005,194.985973,-64.010028,0.215,0.208,90.0,,17.34,18.84,17.44,,1984.9,0,0,0,0,...,,8,9,0,,42.345327
195,-64,0259-0032011,195.000314,-64.011828,0.297,0.239,0.0,,17.69,19.19,,,1980.6,0,0,0,0,...,,1,7,,,42.583487
195,-64,0259-0032019,195.026953,-64.001248,1.019,0.46,90.0,,17.66,,16.23,,1988.8,0,0,0,0,...,,2,,0,,42.771148
195,-64,0259-0031999,194.973237,-64.002142,1.019,1.019,90.0,,,17.28,19.21,,1985.3,0,0,0,0,...,,,10,0,,42.932143
195,-64,0259-0032019,195.027289,-64.001381,0.27,0.203,90.0,,17.3,18.38,16.45,,1984.5,0,0,0,0,...,,8,3,0,,43.350597
195,-64,0259-0032013,195.007187,-64.011728,0.386,0.315,90.0,,18.09,,17.9,,1988.8,0,0,0,0,...,,2,,0,,43.717218
195,-64,0259-0032012,195.006284,-64.011925,0.558,0.236,90.0,,,19.56,16.99,,1985.3,0,0,0,0,...,,,5,0,,44.060009
195,-64,0260-0032268,194.995031,-63.987903,0.214,0.21,90.0,,16.5,17.98,16.72,16.22,1983.5,0,0,0,0,..Y,,9,9,0,,44.249859
195,-64,0260-0032261,194.976734,-63.993053,1.019,1.019,90.0,,16.18,17.85,20.89,,1984.9,-122,474,170,183,...,,3,8,0,,44.429082
195,-64,0260-0032264,194.982892,-63.990195,1.019,0.354,0.0,,17.06,18.78,18.98,,1984.5,352,262,17,59,...,,3,3,0,,44.442378
195,-64,0260-0032262,194.979156,-63.991362,0.329,0.226,0.0,,17.14,20.03,16.57,15.46,1983.5,-40,20,6,14,...,,3,9,0,,45.270392
195,-64,0260-0032271,195.003345,-63.987506,1.019,0.415,0.0,,,16.91,19.77,,1985.3,0,0,0,0,...,,,8,0,,45.287142
195,-64,0260-0032262,194.978195,-63.991637,0.371,0.313,90.0,,17.34,19.16,16.91,,1984.9,74,52,19,14,...,,3,9,0,,45.72653
195,-64,0259-0031998,194.971006,-64.002092,0.378,0.218,90.0,,18.71,20.46,18.45,,1984.9,0,0,0,0,...,,4,1,0,,46.370571
195,-64,0259-0031999,194.973542,-64.006237,0.8,0.305,90.0,,,19.12,17.7,,1985.3,0,0,0,0,...,,,2,0,,47.404524
195,-64,0259-0031999,194.973314,-64.006403,0.215,0.214,0.0,,17.93,,17.06,,1988.8,0,0,0,0,...,,1,,0,,48.005442
195,-64,0259-0032001,194.977017,-64.008892,0.361,0.221,0.0,,17.9,18.95,17.57,,1984.5,20,28,5,17,...,,9,3,0,,48.372051
195,-64,0259-0032020,195.030545,-64.001303,0.223,0.214,0.0,,17.31,,16.47,15.47,1985.6,-22,-16,5,6,...,,8,,0,,48.430724
195,-64,0260-0032271,195.003445,-63.986553,0.212,0.202,90.0,,14.49,16.87,15.0,13.8,1983.3,0,0,0,0,..Y,,9,10,0,,48.713827
195,-64,0259-0032014,195.010187,-64.013045,0.246,0.213,0.0,,17.72,19.18,17.95,,1984.9,0,-32,4,8,..Y,,3,8,0,,49.63609
195,-64,0259-0032006,194.988298,-64.013078,0.313,0.22,0.0,,14.85,16.81,15.1,14.26,1983.3,0,0,0,0,..Y,,7,10,0,,50.571533
195,-64,0260-0032274,195.015198,-63.987503,0.744,0.221,90.0,,18.35,,17.27,,1988.8,0,0,0,0,...,,2,,0,,50.985536
195,-64,0260-0032275,195.018464,-63.988031,0.632,0.2,90.0,,17.9,19.22,17.04,,1984.5,36,24,35,0,...,,1,2,0,,52.019582
195,-64,0259-0032006,194.989387,-64.01372,1.019,1.019,90.0,,,16.92,19.83,,1985.3,0,0,0,0,...,,,4,0,,52.153271
195,-64,0259-0032017,195.021495,-64.011367,0.244,0.205,0.0,,18.11,,18.72,,1988.8,0,0,0,0,...,,4,,0,,53.148672
195,-64,0260-0032261,194.977384,-63.989028,0.566,0.204,0.0,,17.79,18.76,17.14,,1984.5,0,0,0,0,...,,1,3,0,,53.240396
195,-64,0259-0032003,194.9806,-64.012175,0.21,0.209,0.0,,,19.66,18.59,,1985.3,0,0,0,0,...,,,8,0,,53.459961
195,-64,0259-0032006,194.988142,-64.013928,0.959,0.261,0.0,,17.47,20.05,16.01,,1984.9,0,0,0,0,...,,1,4,0,,53.517671
195,-64,0260-0032260,194.973137,-63.990748,0.256,0.203,90.0,,17.23,,17.95,,1988.8,0,0,0,0,...,,9,,0,,53.918203
195,-64,0259-0032002,194.978725,-64.011737,1.019,1.019,90.0,,,19.2,18.39,,1984.8,0,0,0,0,..Y,,,4,0,,53.964164
195,-64,0260-0032275,195.020875,-63.988092,0.46,0.29,90.0,,17.08,,16.92,,1988.8,0,0,0,0,...,,8,,0,,54.069317
195,-64,0259-0032015,195.011725,-64.014128,0.469,0.221,0.0,,,21.06,19.2,,1985.3,0,0,0,0,...,,,8,0,,54.12041
195,-64,0260-0032257,194.965537,-63.997775,0.298,0.284,90.0,,15.62,17.1,15.52,15.42,1983.5,0,0,0,0,...,,9,10,0,,54.976037
195,-64,0260-0032264,194.984062,-63.986287,0.216,0.207,90.0,,16.5,18.07,16.76,15.92,1983.5,0,0,0,0,..Y,,9,9,0,,55.407901
195,-64,0259-0032012,195.00265,-64.015403,0.244,0.202,0.0,,17.53,18.98,17.37,,1984.9,32,-14,1,8,...,,5,8,0,,55.608312
195,-64,0260-0032274,195.017081,-63.986331,0.234,0.2,0.0,,17.62,19.12,17.84,,1984.5,0,0,0,0,...,,3,3,0,,56.111162
195,-64,0260-0032261,194.976962,-63.988025,0.305,0.297,90.0,,15.93,16.28,15.05,14.2,1983.3,0,0,0,0,...,,3,10,0,,56.399313
195,-64,0259-0032001,194.976487,-64.011856,0.941,0.241,0.0,,17.06,19.15,16.96,15.76,1983.5,18,-10,7,52,..Y,,4,7,0,,56.551215
195,-64,0260-0032269,194.996709,-63.984203,0.236,0.209,0.0,,18.3,,19.25,,1988.8,0,0,0,0,...,,2,,0,,57.106052
195,-64,0260-0032261,194.976645,-63.98787,1.019,0.857,0.0,,,16.57,15.94,,1985.3,0,0,0,0,...,,,2,0,,57.148555
195,-64,0259-0032020,195.029195,-64.009512,0.377,0.237,90.0,,15.46,18.11,15.55,14.21,1983.3,0,0,0,0,..Y,,4,3,0,,57.399093
195,-64,0260-0032279,195.035273,-63.995848,0.216,0.202,90.0,,17.06,18.05,16.81,16.42,1983.3,0,0,0,0,..Y,,8,8,0,,57.641628
195,-64,0259-0032021,195.036478,-64.002906,0.244,0.227,90.0,,18.12,20.04,18.0,,1984.5,24,-32,8,6,...,,2,2,0,,58.507211
195,-64,0259-0032021,195.033906,-64.007628,0.234,0.205,90.0,,16.21,18.88,16.52,15.16,1983.3,0,0,0,0,..Y,,10,9,0,,60.136847
195,-64,0260-0032258,194.969309,-63.989948,0.352,0.209,0.0,,18.52,,18.05,,1988.8,0,0,0,0,...,,3,,0,,60.46687
195,-64,0260-0032260,194.975389,-63.987067,0.246,0.244,90.0,,17.0,18.93,,,1980.6,0,0,0,0,...,,8,7,,,60.637713
195,-64,0259-0031996,194.964173,-64.006362,0.248,0.216,90.0,,18.5,20.08,18.72,,1984.9,0,0,0,0,...,,8,8,0,,60.996448
195,-64,0259-0031995,194.961939,-64.003348,1.019,1.014,0.0,,,15.84,20.89,16.47,1983.0,-130,-784,53,304,...,,,2,0,,61.259087
195,-64,0260-0032256,194.961814,-63.996673,0.848,0.219,90.0,,15.49,16.7,15.02,14.91,1983.5,26,-18,46,5,..Y,,10,8,0,,61.445051
195,-64,0260-0032258,194.967942,-63.990075,0.214,0.214,0.0,,18.18,20.68,18.84,,1984.9,0,0,0,0,...,,4,1,0,,61.944193
195,-64,0260-0032263,194.979539,-63.985262,0.278,0.211,90.0,,18.26,19.47,18.95,,1984.9,0,0,0,0,...,,9,8,0,,62.114638
195,-64,0260-0032265,194.988528,-63.983495,1.019,0.97,90.0,,,21.7,20.59,,1985.3,0,0,0,0,...,,,9,0,,62.116514
195,-64,0259-0031998,194.971109,-64.011784,0.218,0.203,0.0,,17.68,19.26,17.68,,1984.9,8,-14,2,5,...,,9,9,0,,62.270293
195,-64,0260-0032258,194.968756,-63.989048,1.019,1.019,90.0,,18.52,,19.8,,1988.8,0,0,0,0,...,,4,,0,,63.140084
195,-64,0260-0032256,194.961848,-63.994187,0.265,0.215,0.0,,15.38,17.9,15.42,14.58,1983.5,0,0,0,0,..Y,,10,10,0,,63.748028
195,-64,0260-0032265,194.986812,-63.983245,0.21,0.206,90.0,,,21.7,20.89,,1985.3,0,0,0,0,...,,,9,0,,63.809601
195,-64,0259-0032003,194.981545,-64.015795,0.39,0.284,0.0,,18.32,,18.37,,1988.8,0,0,0,0,...,,2,,0,,63.883047
195,-64,0259-0032023,195.040814,-64.002373,0.245,0.205,0.0,,15.42,17.58,15.48,14.55,1983.3,0,0,0,0,..Y,,4,2,0,,64.971258
195,-64,0260-0032258,194.96672,-63.989342,1.019,1.019,90.0,,17.81,,20.89,,1988.8,0,0,0,0,...,,1,,0,,65.050718
195,-64,0259-0032010,194.997478,-64.018148,0.202,0.202,90.0,,16.66,18.53,16.66,,1984.9,-16,2,1,1,...,,8,9,0,,65.453644
195,-64,0260-0032254,194.958264,-63.998237,0.492,0.448,90.0,,16.0,17.65,15.11,15.12,1983.5,0,0,0,0,..Y,,9,10,0,,66.172059
195,-64,0260-0032274,195.015814,-63.982612,0.257,0.212,90.0,,17.25,18.47,17.6,,1984.5,0,0,0,0,..Y,,8,9,0,,67.391246
195,-64,0259-0031993,194.95727,-64.003903,0.254,0.215,0.0,,18.13,19.41,18.3,,1984.9,0,0,0,0,...,,9,9,0,,68.877603
195,-64,0260-0032272,195.008209,-63.981142,0.241,0.228,90.0,,,20.23,18.7,,1984.8,0,0,0,0,...,,,8,0,,69.114473
